nummer,text_id,auteurva,titel,jaarnr,genre,oorspr_auteur_va,drukkerva,plaats_van_uitgave
Ceneton083280,725,Cornelius Schonaeus,Pseudostratiotae.,1618,,,Gerardus Grevenbruch,Keulen
Ceneton083402,725,Cornelius Schonaeus,Saulus.,1614,,,Gerardus Grevenbruch,Keulen
Ceneton083421,725,Cornelius Schonaeus,Susanna.,1614,,,Gerardus Grevenbruch,Keulen
Ceneton083571,725,Cornelius Schonaeus,Tobaeus.,1614,,,Gerardus Grevenbruch,Keulen
Ceneton083601,725,Cornelius Schonaeus,Triumphus Christi.,1614,,,Gerardus Grevenbruch,Keulen
Ceneton083641,725,Cornelius Schonaeus,Typhlus.,1614,,,Gerardus Grevenbruch,Keulen
Ceneton083680,728,Cornelius Schonaeus,Vitulus.,1599,Kluchtspel,,Zacharias Heyns,Amsterdam
Ceneton083710,726,Cornelius Schonaeus en Haarlemse rederijker,Voor-reden ende tusschen-spraken van ’t voorgaende Latijns spel.,1607,"Toespraak, dialoog",,Zacharias Heyns,Zwolle
Ceneton083810,729,J. Schouwenbergh,"Het leven is maer droom. Blij-eyndigh Treur-spel, vertoont in de wonderlycke op-voedinghe van Sigismundus, Prince van Polen, door de Vrije Liefhebbers ende der Rijmer-Konste binnen Brussel. Met een bevallige Kluchte van de Gilde-broeders van Koeckelberg, daerop passende.",1647,Blij-eindend treurspel,Pedro Calderón de la Barca,Jan (II) Mommaert,Brussel
Ceneton083820,730,J. Schouwenbergh,"Sigismundus, prinçe van Poolen.",1654,Blij-eindend treurspel,Pedro Calderón de la Barca,"Cornelis de Bruyn, voor Jacob Vinckel",Amsterdam
Ceneton083930,729,Rederijkers van Koekelberg,"Meester Koenraet, makende den dronckaert.",1647,Kluchtspel,,Jan (II) Mommaert,Brussel
Ceneton084080,408,Simon Schynvoet,De kistkruiper of bedrooge vryer.,1776,Kluchtspel,,Frans de Does Pieterszoon,Leiden
Ceneton084440,731,Johannes Serwouters,"Hester, oft verlossing der Jooden.",1659,Treurspel,Félix Lope de Vega y Carpio,Jacob Lescailje,Amsterdam
Ceneton084540,732,Gerrit Severins van Cuilla,"Tragoedia, ofte treur-eynd-spel, van Jason en Medea.",1632,Treurspel,,Isaac Burghoorn,’s-Gravenhage
Ceneton084550,733,Gerrit Severins van Cuilla,Klucht van Pieter Soet-Vleys.,1632,Kluchtspel,,Isaac Burghoorn,’s-Gravenhage
Ceneton084700,734,Jan Six,Medea.,1648,Treurspel,,"Jacob Lescailje, voor Abraham de (I) Wees",Amsterdam
Ceneton084850,735,Mattheus Smallegange,Aminta.,1660,Blij-eindend treurspel,Torquato Tasso,Pieter (1) van Waesberge,Rotterdam
Ceneton084950,736,Ludolph Smids,"Konradyn, koning van Napels en Sicilien.",1686,Treurspel,,Albert Magnus,Amsterdam
Ceneton084960,737,Ludolph Smids,"Konradyn, koning van Napels en Sicilien.",1715,Treurspel,,Hendrik Bosch,Amsterdam
Ceneton085240,738,Maerten Snouckaert van Schauwenburg,Aiax.,1621,Treurspel,,Jan Tomassz,Amsterdam
Ceneton085260,739,Maerten Snouckaert van Schauwenburg,Procris.,1621,Treurspel,Publius Ovidius Naso,Jan Tomassz,Amsterdam
Ceneton085370,740,Jan Soolmans,De gedwongen doctor.,1671,Kluchtspel,Jean Baptiste Poquelin Molière,Jacob Lescailje,Amsterdam
Ceneton085380,741,Jan Soolmans,De gemeenzame geest.,1679,Kluchtspel,,Jacob Lescailje,Amsterdam
Ceneton085410,742,Jan Soolmans,De ontdekte heerschappy.,1669,Blij-eindend treurspel,,Jacob Lescailje,Amsterdam
Ceneton085420,743,Jan Soolmans,Snaekse schaking van de juffer in de kleer-ben.,1669,Kluchtspel,,Jacob Lescailje,Amsterdam
Ceneton085440,744,Jan Soolmans,"Verzierde ontoovering van de gravin Trifaldi, door de dolende ridder Don Quichot de la Mancha, en zijn schildknaap Sanche-Pance.",1681,Kluchtspel,,Erven Jacob Lescailje,Amsterdam
Ceneton085560,745,Gerard van Spaan,"Opkomst der Oostindische Compagnie, met de voornaamste land- en zeegevegten: verhandeldt en vertoondt in Batavia, voor den Generaal en Raaden van Indiën. De tweede druk, vermeerdert en verbetert, met de schrikkelyke vervolgingen der Roomsgezinde Christenen in Japan, het overrompelen van het Eiland Formoza, door de Chinezen; nevens eenige gruwelyke gevegten tegen een party Menschen-éters. Beginnende met het jaar 1595., en eindigende met het jaar 1700.",1711,Toneelspel,,Arnold Willis,Rotterdam
Ceneton085750,616,Jacobus Stamhorst,Philoctetes.,1758,Treurspel,"Jean Baptiste Vivien de Chateaubrun, bewerkt naar Sophocles",Izaak Duim,Amsterdam
Ceneton085860,748,Jan Jansz. Starter,Jan Soetekau.,1627,Kluchtspel,,Willem Jansz Wyngaert,Amsterdam
Ceneton085970,762,Anoniem,"Spel van vijf personagien, te weten Ian sonder Arch. Onverstant. Quaet Willeken. Kalleken goet hert. Rechte Iustitie.",1599,,,Z.n.,Zonder plaats
Ceneton086320,749,Frans van Steenwijk,"Thamas Koelikan, of de verovering van het Mogolsche ryk.",1745,Treurspel,,Izaak Duim,Amsterdam
Ceneton086450,750,Adriaan van Steyn,"Lammert Meese, of klucht van de melck-boer.",1661,Kluchtspel,,Heynderick Rooleer,Delft
Ceneton086480,752,Adriaan van Steyn,De volstandigen minnaer.,1662,Kort spel,,Jacob Dircksz. Plantenburgh,Delft
Ceneton086490,753,Adriaan van Steyn,De volstandigen minnaer.,1669,Kort spel,,Isaac van Lochem,Rotterdam
Ceneton086600,754,Simon Stijl,Krispyn filozoof.,1754,Blijspel,,Izaak Duim,Amsterdam
Ceneton086970,755,Jacob Struys,Romeo en Juliette.,1634,Treurspel,,Dirck Cornelisz Houthaeck,Amsterdam
Ceneton087450,223,Michiel de Swaen,De verheerlyckte schoenlappers of de gecroonde leerse.,1718,Kluchtspel,,Cornelis Meyer,Gent
Ceneton087480,757,U.F. Swartsen,"Adallas coninck van Thracien, ofte de stantvastige Olympie.",1728,Blij-eindend treurspel,,Laurentius vander Elst,Mechelen
Ceneton087500,758,Cornelis Sweerts,"Apollo en Dafne, op muziek gesteld door H. Anders.",1697,Muziekspel ,Onbekend,Cornelis Sweerts,Amsterdam
Ceneton087520,760,Cornelis Sweerts,"Jacoba van Beyeren, erfgravin van Holland.",1691,Treurspel,,Voor den Autheur,Zonder plaats
Ceneton087521,759,Cornelis Sweerts,"Jacoba van Beyeren, erfgravin van Holland.",1691,Treurspel,,Voor den Autheur,Zonder plaats
Ceneton087570,897,Jan van Swol (of Zwol),Margrietje.,1634,Blijspel,,Jacob Thomasz Sergeant,Amsterdam
Ceneton087580,897,Jan van Swol (of Zwol),Margrietje.,1634,Blijspel,,"Jacob Thomasz Sergeant, voor Jan Philipsz van Steenweghen",Rotterdam
Ceneton087600,761,Abraham Sybant (Zybandt),De dolle bruyloft.,1654,Blij-eindend spel,William Shakespeare,"Tymon Houthaeck, voor Dirck Cornelisz Houthaeck",Amsterdam
Ceneton087680,770,Henryk Takama,"Bly-spel van de grilligers, naa de Franse visionaires.",1658,Blijspel,Jean Desmarets de Saint Sorlin,Isaac de La Tombe,Amsterdam
Ceneton087690,769,Henryk Takama,Wat kluchtigs van Abram kom gaanewe.,1664,Kluchtspel,,Voor Joannes met de Wagen,Amsterdam
Ceneton088182,772,J. van Thil,Vertooning in Achilles.,1753,Vertoning,,Hendrik Stockink,Amsterdam
Ceneton088184,772,J. van Thil,Vertooning in Andromaché.,1753,Vertoning,,Hendrik Stockink,Amsterdam
Ceneton088186,772,J. van Thil,Vertooning in de Beklaaglyke dwang.,1753,Vertoning,,Hendrik Stockink,Amsterdam
Ceneton088188,772,J. van Thil,Vertooning in de Doodelyke minnenyd.,1753,Vertoning,,Hendrik Stockink,Amsterdam
Ceneton088190,772,J. van Thil,Vertooning in Jacoba van Beyeren.,1753,Vertoning,,Hendrik Stockink,Amsterdam
Ceneton088192,772,J. van Thil,Vertooning in Polieukte.,1753,Vertoning,,Hendrik Stockink,Amsterdam
Ceneton088194,772,J. van Thil,Vertooning na het spel van de dood van Prins Willem de Eerste.,1753,Vertoning,,Hendrik Stockink,Amsterdam
Ceneton088196,772,J. van Thil,Vertooning voor de Amerikaan.,1753,Vertoning,,Hendrik Stockink,Amsterdam
Ceneton088198,772,J. van Thil,Vertooning voor de Sipier van zich zelve.,1753,Vertoning,,Hendrik Stockink,Amsterdam
Ceneton088200,772,J. van Thil,Vertooning voor Orondates en Statira.,1753,Vertoning,,Hendrik Stockink,Amsterdam
Ceneton088210,772,J. van Thil,Vertooning voor Rodogune.,1753,Vertoning,,Hendrik Stockink,Amsterdam
Ceneton088220,774,Petreius Tiara,Medea Euripidis.,1543,,,Herman (I) van Borculo,Utrecht
Ceneton088290,776,Philips Theodoor Toll,"Den grooten Timoleon, of ’t verloste Korinthen.",1661,Treurspel,De Saint Germain,Jacob Lescailje,Amsterdam
Ceneton088630,782,Gijsbert Tysens,"Bassianus Varius Heliogabalus, of de uitterste proef der standvastige liefde.",1720,Treurspel,,Hendrik Bosch,Amsterdam
Ceneton088970,323,Gijsbert Tysens,De windhandel of Bubbels compagnien.,1720,Blijspel,,Z.n.,Zonder plaats
Ceneton089020,323,Gijsbert Tysens,"De actionisten reisvaardig naar Vianen, of ’t uiteinde der windnegotie.",1720,Kluchtspel,,Z.n.,Zonder plaats
Ceneton089060,323,Gijsbert Tysens,"De bedriegelyke actionist, of de nagthandelaars. Zynde het vervolg van den wind-handel.",1720,,,Z.n.,Zonder plaats
Ceneton089630,786,Jan de Valckgrave,Mariamne treur-spel verthoont door de redenrycke gulde der Fonteyne binnen Corteryck den 18. dach octobris 1634.,1635,Treurspel,,Wed. Jan van Ghemmert,Kortrijk
Ceneton089890,790,Hendrik Verbiest,De klucht van ’t wynvaatje.,1651,Kluchtspel,,Dirck Cornelisz Houthaeck,Amsterdam
Ceneton090140,791,Jan Verley,"De onbarmhertige huisheer, of de bedrogen gierigaard.",1718,Kluchtspel,,Erven Jacob Lescailje en Dirk Rank,Amsterdam
Ceneton090160,793,Pieter Verloove,"Steiloorige Egbert, of de twee ongelijke broeders.",1690,Blijspel,Jean Baptiste Poquelin Molière,Gysbert de Groot,Amsterdam
Ceneton090620,794,Jan Verveer,Zaïre.,1790,Treurspel,Voltaire (ps. van François-Marie Arouet),"Jan de Leeuw, en Jan Krap Az",Dordrecht
Ceneton090630,250,Catharina Dusart Verwers,Spaensche heydin.,1644,Blijspel,,"Vervouw, Aeltje ~, wed. van Balthasar van Dorsten",Amsterdam
Ceneton090680,798,Jan Frederik Vijgh,Klucht van Jaep Ront-voet.,1645,Kluchtspel,,Is. Willemsz van der Beeck,Hoorn
Ceneton090740,799,Ysbrand Vincent,De gheveinsde doodt van Joosje.,1667,Kluchtspel,Guillaume Marcoureau de Brécourt,Jacob Lescailje,Amsterdam
Ceneton090750,800,Ysbrand Vincent,De Hoogduitsche kwakzalver.,1691,Kluchtspel in muziek,,Erven Jacob Lescailje,Amsterdam
Ceneton090770,802,Ysbrand Vincent,De springende dókter.,1689,Kluchtspel,Edmé Boursault,Ms,
Ceneton090780,525,Ysbrand Vincent (NVA),De belachchelyke serenade.,1712,Kluchtspel,Onbekend,Erven Jacob Lescailje,Amsterdam
Ceneton090800,537,Ysbrand Vincent (NVA),De leevendige doode.,1716,Kluchtspel,Guillaume Marcoureau de Brécourt,Erven Jacob Lescailje,Amsterdam
Ceneton090810,537,Ysbrand Vincent (NVA),De leevendige doode.,1716,Kluchtspel,Guillaume Marcoureau de Brécourt,Erven Jacob Lescailje,Amsterdam
Ceneton090820,538,Ysbrand Vincent (NVA),"De listige vryster, óf de verschalkte voogd.",1690,Blijspel,Jean Baptiste Poquelin Molière,Erven Jacob Lescailje,Amsterdam
Ceneton090840,539,Ysbrand Vincent (NVA),"De listige vryster, óf de verschalkte voogd.",1730,Blijspel,Jean Baptiste Poquelin Molière,David (II) Ruarus,Amsterdam
Ceneton090870,540,Ysbrand Vincent (NVA),"De listige vryster, of de verschalkte voogd.",1803,Blijspel,Jean Baptiste Poquelin Molière,Abraham Mars,Amsterdam
Ceneton090880,541,Ysbrand Vincent (NVA),Loon naar werk.,1709,Kluchtspel,Jean Chevalier,Erven Jacob Lescailje,Amsterdam
Ceneton090900,544,Ysbrand Vincent (NVA),Ondergang van Eigenbaat in het eiland van Vryekeur.,1707,Zinnespel,,Erven Jacob Lescailje,Amsterdam
Ceneton090920,801,Ysbrand Vincent (NVA),Pefroen met ’et schaapshooft.,1669,Kluchtspel,Raymond Poisson,Jacob Lescailje,Amsterdam
Ceneton091100,803,Jacob Vleugels,"d’Ontsettinghe van Bergen op Zoom, gheschiet inden jare 1623.",1624,Toneelspel,,Jan Amelisz,Utrecht
Ceneton091120,632,Nicolaas van Vlooswyk,Philedonius.,1656,,Franciscus van den  Enden,Ms,
Ceneton091130,805,S. de Vogel jr.,"Rijcke Kees, en de moolenaer.",1644,Kluchtspel,,Cornelis Jansen,Amsterdam
Ceneton091180,806,Joost van den Vondel,"Adam in ballingschap, of aller treurspeelen treurspel.",1664,Treurspel,,Wed. Abraham (I) de Wees,Amsterdam
Ceneton091240,807,Joost van den Vondel,"Adonias, of rampzalige kroonzucht.",1661,Treurspel,,Wed. Abraham (I) de Wees,Amsterdam
Ceneton091300,819,Joost van den Vondel,De Amsteldamsche Hecuba.,1626,Treurspel,Lucius Annaeus Seneca,Jacob Aertsz (I) Colom,Amsterdam
Ceneton091380,808,Joost van den Vondel,"Batavische gebroeders, of onderdruckte vryheit.",1663,Treurspel,,Wed. Abraham (I) de Wees,Amsterdam
Ceneton091430,809,Joost van den Vondel,"Bruyloftbed van den E. Heere, Pieter Cornelisz Hoofd, drost van Muyden, baljuw van Goeyland, en de E. Ioffre. Helionora Hellemans, den 30 van Slaghtmaend des jaers 1627.",1627,Tafelspel,,Willem Jansz Blaeu,Amsterdam
Ceneton091520,916,Joost van den Vondel,"Elektra van Sophokles. Ghespeelt in de Amsterdamsche Schouwburgh, in November, 1639.",1639,Treurspel,Sophocles,"Nicolaes van Ravesteyn, voor Dirck Cornelisz Houthaeck",Amsterdam
Ceneton091590,815,Joost van den Vondel,"Faëton, of reuckeloze stoutheit.",1663,Treurspel,,Wed. Abraham (I) de Wees,Amsterdam
Ceneton091710,816,Joost van den Vondel,Euripides Feniciaensche of Gebroeders van Thebe.,1668,Treurspel,Euripides / Hugo de Groot,Wed. Abraham (I) de Wees,Amsterdam
Ceneton091740,817,Joost van den Vondel,Gebroeders.,1640,Treurspel,,"Dominicus van der Stichel, voor Abraham (I) de Wees",Amsterdam
Ceneton091850,818,Joost van den Vondel,"Gysbreght van Aemstel, d’ondergank van zijn stad en zijn ballingschap.",1637,Treurspel,,Willem Jansz Blaeu,Amsterdam
Ceneton092270,820,Joost van den Vondel,Herkules in Trachin.,1668,Treurspel,Sophocles,Wed. Abraham (I) de Wees,Amsterdam
Ceneton092300,821,Joost van den Vondel,Hierusalem verwoest.,1620,Treurspel,,"Paulus Aertsz van Ravesteyn, voor Dirck Pietersz Pers",Amsterdam
Ceneton092380,822,Joost van den Vondel,"Hippolytus, of rampsalige kuyscheyd.",1628,Treurspel,Lucius Annaeus Seneca,Willem Jansz Blaeu,Amsterdam
Ceneton092460,823,Joost van den Vondel,Ifigenie in Tauren.,1666,Treurspel,Euripides,Wed. Abraham (I) de Wees,Amsterdam
Ceneton092500,824,Joost van den Vondel,Jeptha of offerbelofte.,1659,Treurspel,,Wed. Abraham (I) de Wees,Amsterdam
Ceneton092560,840,Joost van den Vondel,Huigh de Groots Iosef of Sofompaneas.,1635,Treurspel,Hugo de Groot,Willem Jansz Blaeu,Amsterdam
Ceneton092760,915,Joost van den Vondel,Joseph in Dothan.,1640,Treurspel,,"Dominicus van der Stichel, voor Abraham (I) de Wees",Amsterdam
Ceneton092940,825,Joost van den Vondel,Joseph in Egypten.,1640,Treurspel,,"Dominicus van der Stichel, voor Abraham (I) de Wees",Amsterdam
Ceneton093120,811,Joost van den Vondel,Koning David herstelt.,1660,Treurspel,,Wed. Abraham (I) de Wees,Amsterdam
Ceneton093170,810,Joost van den Vondel,Koning David in ballingschap.,1660,Treurspel,,Wed. Abraham (I) de Wees,Amsterdam
Ceneton093240,813,Joost van den Vondel,Koning Edipus.,1660,Treurspel,Sophocles,Wed. Abraham (I) de Wees,Amsterdam
Ceneton093310,826,Joost van den Vondel,Leeuwendalers.,1647,,,"Jacob Lescailje, voor Abraham de (I) Wees",Amsterdam
Ceneton093320,826,Joost van den Vondel,Leeuwendalers.,1647,Landspel,,"Jacob Lescailje, voor Abraham de (I) Wees",Amsterdam
Ceneton093380,827,Joost van den Vondel,Lucifer.,1654,Treurspel,,Abraham (I) de Wees,Amsterdam
Ceneton093490,828,Joost van den Vondel,Maeghden.,1639,Treurspel,,"Dominicus van der Stichel, voor Abraham (I) de Wees",Amsterdam
Ceneton093600,829,Joost van den Vondel,Maria Stuart of gemartelde majesteit.,1646,Treurspel,,"In d’Oude Druckerye [= Dominicus van der  Stichel, voor Abraham (I) de Wees]",Keulen [= Amsterdam]
Ceneton093690,830,Joost van den Vondel,"Noah, of ondergang der eerste weerelt.",1667,Treurspel,,Wed. Abraham (I) de Wees,Amsterdam
Ceneton093750,831,Joost van den Vondel,Palamedes oft vermoorde onnooselheyd.,1625,Treurspel,,Jacob Aertsz (I) Colom,Amsterdam
Ceneton093910,832,Joost van den Vondel,Palamedes oft vermoorde onnooselheyd.,1652,Treurspel,,Abraham (I) de Wees,Amsterdam
Ceneton094280,833,Joost van den Vondel,Palamedes of vermoorde onnozelheit.,1736,Treurspel,,Pieter Brakman [= Pieter van der Veer],Amersfoort [= Rotterdam]
Ceneton094300,834,Joost van den Vondel,"Het Pascha, ofte de verlossinghe Israels uut Egijpten.",1612,Blij-eindend treurspel,,"Adriaen Cornelisz van Delf, voor Jan Wolffersz Vleyser",Schiedam
Ceneton094360,835,Joost van den Vondel,Peter en Pauwels.,1641,Treurspel,,"Dominicus van der Stichel, voor Abraham (I) de Wees",Amsterdam
Ceneton094460,836,Joost van den Vondel,Rozemont.,1643,,,Abraham (I) de Wees,Amsterdam
Ceneton094510,917,Joost van den Vondel,Salmoneus.,1657,Treurspel,,"Thomas Fontein, voor de wed. van Abraham (I) de Wees",Amsterdam
Ceneton094570,838,Joost van den Vondel,Salomon.,1648,Treurspel,,"Jacob Lescailje, voor Abraham de (I) Wees",Amsterdam
Ceneton094650,918,Joost van den Vondel,Samson of heilige wraeck.,1660,Treurspel,,Wed. Abraham (I) de Wees,Amsterdam
Ceneton094760,841,Joost van den Vondel,"Zungchin, of ondergang der Sineesche heerschappye.",1667,Treurspel,,Wed. Abraham (I) de Wees,Amsterdam
Ceneton094880,846,Isaac de Vos,De beklaagelycke dwangh.,1648,Blij-eindend treurspel,Félix Lope de Vega y Carpio,"Gillis Joosten, voor Adam Karelsz van Germez",Amsterdam
Ceneton094990,845,Isaac de Vos,De beklaeglyke dwang.,1694,,Félix Lope de Vega y Carpio,Wed. Gysbert de Groot,Amsterdam
Ceneton095100,224,Isaac de Vos,Gedwongen vrient.,1646,,Félix Lope de Vega y Carpio,Jan van Hilten,Amsterdam
Ceneton095350,919,Isaac de Vos,Klucht van Loome Lammert.,1642,Kluchtspel,,Dirck Cornelisz Houthaeck,Amsterdam
Ceneton095470,848,Isaac de Vos,Klucht van de Moff.,1644,Kluchtspel,,"Paulus Matthijsz, voor Dirck Cornelisz Houthaeck",Amsterdam
Ceneton095500,849,Isaac de Vos,Klucht van de Mof.,1660,Kluchtspel,,Jan (I) Bouman,Amsterdam
Ceneton095520,850,Isaac de Vos,Klucht van de Mof.,1669,Kluchtspel,,Jacob Lescailje,Amsterdam
Ceneton095551,920,Isaac de Vos,Singende klucht van Pekelharingh in de kist.,1653,,,Simon de Vries,Amsterdam
Ceneton095610,851,Isaac de Vos,Singende-klucht van Pekelharing in de kist.,1699,Zingende klucht,,Erven van Otto Barentsz Smient,Amsterdam
Ceneton095690,853,Isaac de Vos,Klucht van Robbert Lever-worst.,1650,Kluchtspel,,Cornelis Houthaeck,Amsterdam
Ceneton095700,854,Isaac de Vos,Klucht van Robbert Lever-worst.,1650,Kluchtspel,,Jan van Hilten,Amsterdam
Ceneton095750,855,Isaac de Vos,Klucht van Robbert Leverworst.,1699,Kluchtspel,,Wed. Gysbert de Groot,Amsterdam
Ceneton095780,393,Jan Vos,"Aran en Titus, of wraak en weerwraak.",1641,Treurspel,,"Dominicus van der Stichel, voor de wed. Balthasar van Dorsten",Amsterdam
Ceneton096210,907,Jan Vos,"Beschryving der vertooningen, die voor, in, en na ’t spel van de beleegering en ’t ontzet van Leiden, t’ Amsterdam, in de Schouwburg, vertoont zijn.",1660,Vertoning,,Jacob Lescailje,Amsterdam
Ceneton096450,394,Jan Vos,Medea.,1667,Treurspel,,Jacob Lescailje,Amsterdam
Ceneton096870,395,Jan Vos,"Vergrooting van Amsterdam, door Jan Vos. Op d’Amsterdamsche schouwburg, door meer dan tachtentig persoonen uitgesproken en vertoont.",1662,Vertoning,,Jacob Lescailje,Amsterdam
Ceneton096900,856,Jan Vos,Vertooning achter de Vergrooting van Amsterdam,1662,Vertoning,,Jacob Lescailje,Amsterdam
Ceneton097360,773,Jan de Waal,"Nieuw jaars-wensch van Thomas Vaer, op de bruiloft van Kloris en Roosje, gedaan in den Schouwburg den 1. January 1776.",1776,,,,Amsterdam
Ceneton097620,867,Markus Waltes,De bedrooge gierigaart.,1654,Kluchtspel,,Dirck Cornelisz Houthaeck,Amsterdam
Ceneton097640,923,Markus Waltes,Bol-Backers-Jan.,1658,Kluchtspel,,Dirk Uytenbroek,Amsterdam
Ceneton097650,865,Markus Waltes,Bol-Backers-Jan.,1659,Kluchtspel,,Otto Barentsz Smient,Amsterdam
Ceneton097870,868,E. Webber,Markus Antonius en Kleopatra.,1685,Treurspel,Jean de la Chapelle,Erven Jacob Lescailje,Amsterdam
Ceneton097890,869,Francis Bernard Weers,Iosaphat en Barlaam.,1678,Treurspel,,Broer Jansz Bouman,Amsterdam
Ceneton097950,870,Jan Baptista Wellekens,Amintas.,1715,Herdersspel,Torquato Tasso,"Johannes van Oosterwyk, en Hendrik van de Gaete",Amsterdam
Ceneton098750,877,Joris de Wijse,Voorzigtige dolheit.,1650,Hofspel,Félix Lope de Vega y Carpio,Jan van Hilten,Amsterdam
Ceneton098810,878,Joris de Wijse,Vryaadie van Lactance en Nicole.,1646,Toneelspel,,Cornelis Jansz,Amsterdam
Ceneton098820,924,Maria de Wilde,Abradates en Panthea.,1710,Treurspel,Xenophon,Pieter (II) van den Berge,Amsterdam
Ceneton098850,880,Maria de Wilde,Het swervende portret.,1742,Kluchtig blijspel,Pierre François Godard de Beauchamps,Pieter van der Kloot,Delft
Ceneton098860,925,Melchior Willems de Jonge,Klucht van ’t bakkers knaapje. Gespeelt op de Amsterdamsche schouwburg.,1652,Kluchtspel,,"Tymon Houthaeck, voor Dirck Cornelisz Houthaeck",Amsterdam
Ceneton098990,882,Cornelis Wils,"Den grooten en onverwinnelycken Don Qvichot de la Mancha, oft den ingebelden ridder met syn schiltknaep Sancepanche.",1682,,,[Weduwe] Michiel de  Groot,Amsterdam
Ceneton099023,883,Vitus Winsemius,Oedipus tyrannus.,1603,,Sophocles,Paulus Stephanus,Genève
Ceneton099090,502,Lucretia Wilhelmina van Winter - van Merken,Het beleg der stad Leyden.,1774,Treurspel,,Pieter Meyer,Amsterdam
Ceneton099110,503,Lucretia Wilhelmina van Winter - van Merken,Het beleg der stad Leyden.,1774,Treurspel,,Pieter Meyer,Amsterdam
Ceneton099210,501,Lucretia Wilhelmina van Winter - van Merken,Jacob Simonszoon de Ryk.,1774,Treurspel,,Pieter Meyer,Amsterdam
Ceneton099430,884,Nicolaas Simon van Winter,"Monzongo, of de koningklyke slaaf.",1774,Treurspel,,Pieter Meyer,Amsterdam
Ceneton099510,885,Jan Wissingh,Klucht van de bedroge dromer.,1656,Kluchtspel,,Jacob Vinckel,Amsterdam
Ceneton099950,225,I.I.Z.D.W.D.I. [= Johan de Witt],Horace.,1648,Treurspel,Pierre Corneille,"Gillis Joosten, voor Adam Karelsz van Germez",Amsterdam
Ceneton100390,886,Anthonius Franciscus Wouthers,"De devotie van Eusebius tot het H. Kruys, verthoont op de Brusselsche thoonneelburgh.",1665,Treurspel,Pedro Calderón de la Barca,Peeter de Dobbeleer,Brussel
Ceneton100680,887,Anthonius Franciscus Wouthers,De verliefde stiefmoeder oft de gestrafte bloetschandt.,1665,Treurspel,Félix Lope de Vega y Carpio,Marcelis Parijs,Antwerpen
Ceneton101100,888,Lucas Zasius,Borgerliicke huys-houdingh.,1628,Blij-eindend treurspel,,Cornelis van Damme,Rotterdam
Ceneton101260,889,Jacob van Zevecote,Belegh van Leyden.,1626,Treurspel,,Elzevier,Leiden
Ceneton101420,926,Jan Zoet,Tweede deel van drooge Goosen.,1636,Kluchtspel,,Jacob Thomasz Sergeant,Amsterdam
Ceneton101450,891,Jan Zoet,"Iochem-Iool, ofte Ialourschen-Pekelharingh. Daer jalousy de sinnen queld, Is t’hooft en t’heele lijff ontsteld.",1637,,,"Otto Barentsz Smient, voor Dirck Cornelisz Houthaeck",Amsterdam
Ceneton101511,892,Jan Zoet,Zabynaja of vermomde loosheid.,1648,Potsspel,Onbekend,"Tymon Houthaeck, voor Dirck Cornelisz Houthaeck",Amsterdam
Ceneton101520,893,J. Zoutman,Verstelde en herstelde wet.,1665,,,K. Krook voor Stoffel Jansz Kortingh,Hoorn
Ceneton101560,927,Jacobus Zovitius,Ovis perdita.,1539,,,"Wed. van Martinus Caesar, voor Joannes Coccius",Antwerpen
Ceneton101580,895,Jacobus Zovitius,Ruth.,1533,,,Michael Hillen van Hoochstraten,Antwerpen
Ceneton101970,896,Bruno Zweerts,Tancredo.,1763,Treurspel,Voltaire (ps. van François-Marie Arouet),Antoni Waldorp,Amsterdam
Ceneton102140,8,Anoniem,Abelkrombeen en Zijn Doorlugtige Hoogheid aan de Helder; of de aftogt der Engelschen en Russchen.,1799,Kluchtspel,,Voor de Leden van het Toneeloeffenend Genootschap,’s-Gravenhage
Ceneton103260,52,Anoniem,Klucht van de bedroge gasten.,1679,Kluchtspel,,Daniel van den Dalen,Amsterdam
Ceneton103430,53,Anoniem,De bekeerde dronkaart.,1795,Kluchtspel,,Erfgen.van de Wed. C. Stichter,Amsterdam
Ceneton103640,871,Anoniem,Bergpigmeense minnegril.,1716,Dialoog,,Kornelis Aartsens,Antwerpen
Ceneton103890,230,Anoniem,"Een Tafel-spel alleene, ende is genaemt blijde ghelaet, diet speelt.",1597,,,Bruyn Harmansz Schinckel,Delft
Ceneton104290,130,Anoniem,Een aardige en vermakelyke klucht van Bremer Hans.,1683,Kluchtspel,,"Fictief: “Onder de Druckpers, by ’t Weeshuis”",Antwerpen [= in Nederland]
Ceneton104300,132,Anoniem,"Kluchte van de broeck-draghende vrouwe, ofte simpelen Giel.",1683,Kluchtspel,,Hendrik (I) van Dunwalt,Antwerpen
Ceneton104310,133,Anoniem,"Kluchte van de broeck-dragende vrouwe, ofte simpelen Giel.",1693,Kluchtspel,,Bartholomeus Foppens,Antwerpen
Ceneton104450,150,Anoniem,"Bruylofts tafel-spel, vertoont door Cupido, Bacchus, Venus, Hymen, Min- Wijn- en Bruyloft-goden, en Comus, de Bras-god.",1647,Tafelspel,,Jacob Lescailje,Amsterdam
Ceneton104671,164,Anoniem,"De buytensporige minnaars, bedroogen door een ververs vrouw.",1749,Kluchtig blijspel,,Jacobus Bremer,Amsterdam
Ceneton105040,186,Anoniem,Coli Compas of de klucht van Jan Tryntiens en Duyfie.,1665,Kluchtspel,,Abraham Verhoeven,Amsterdam
